#timestamp [ns],p_WS_R_x [m],p_WS_R_y [m],p_WS_R_z [m],q_WS_x [],q_WS_y [],q_WS_z [],q_WS_w []
1552661330597093632,0.047052249,-0.110734127,0.566695929,-0.099004447,0.082642928,0.012897319,0.991565406
1552661330630431488,0.035347018,-0.111206487,0.567822218,-0.098784663,0.084280312,0.014882984,0.991421700
1552661330663769600,0.023577340,-0.112549976,0.568924427,-0.098938987,0.086290047,0.016318562,0.991210759
1552661330697106432,0.010826252,-0.111925073,0.569762349,-0.098191112,0.088027157,0.017352423,0.991114855
1552661330730444544,-0.000503317,-0.115184255,0.570977151,-0.098847814,0.088659279,0.018017048,0.990981340
1552661330763782656,-0.011187077,-0.115425579,0.571364343,-0.098428771,0.088737547,0.018367210,0.991009653
1552661330797119488,-0.023563057,-0.116742112,0.572666168,-0.098859556,0.088768654,0.017170545,0.990985394
1552661330830457600,-0.035114974,-0.121587634,0.574047089,-0.100903682,0.088579960,0.016390914,0.990809500
1552661330863795456,-0.046474651,-0.122387916,0.574799478,-0.101292655,0.088150434,0.017435992,0.990790248
1552661330897133568,-0.057585537,-0.122741394,0.575700998,-0.101961896,0.087119922,0.019477010,0.990774751
1552661330930470656,-0.067486472,-0.125459075,0.576039255,-0.102901764,0.086371623,0.021735389,0.990696073
1552661330963808512,-0.079773307,-0.124514692,0.577318072,-0.101415895,0.087814219,0.024469161,0.990658760
1552661330997146624,-0.088944316,-0.128099471,0.578918040,-0.101269767,0.088579275,0.026221141,0.990560770
1552661331030484480,-0.097953908,-0.129926890,0.580003858,-0.100389622,0.090228632,0.026628273,0.990490615
1552661331063821568,-0.108952180,-0.130954802,0.581788182,-0.098815054,0.093780503,0.026127454,0.990332365
1552661331097159424,-0.118857719,-0.133379161,0.582686961,-0.098222159,0.096809521,0.025272651,0.990122020
1552661331130497536,-0.127736375,-0.135015845,0.584126115,-0.098076582,0.099047728,0.025015812,0.989921629
1552661331163834624,-0.138129681,-0.137821138,0.585981429,-0.098639652,0.101536073,0.024858139,0.989617467
1552661331197172480,-0.148449302,-0.138728440,0.586563706,-0.099379905,0.103175953,0.024679827,0.989378214
1552661331230510592,-0.157658562,-0.142074332,0.588064492,-0.102434829,0.104459338,0.024808425,0.988928676
1552661331263848448,-0.167957321,-0.143637449,0.589307070,-0.105301112,0.105723754,0.025478655,0.988476098
1552661331297185536,-0.175530151,-0.145745695,0.589402497,-0.107742108,0.105617777,0.026797248,0.988189459
1552661331330523648,-0.184884891,-0.147445127,0.590217113,-0.108867034,0.106872275,0.029146109,0.987864792
1552661331363861504,-0.192751199,-0.147791192,0.590807557,-0.108554825,0.108235247,0.031655572,0.987673461
1552661331397198592,-0.200088114,-0.149531960,0.591439724,-0.108475924,0.110050112,0.033024944,0.987436712
1552661331430536448,-0.208037674,-0.150133908,0.592693329,-0.107743017,0.111459285,0.033632640,0.987338424
1552661331463874560,-0.214681417,-0.150182053,0.592609704,-0.106830932,0.111328006,0.033068921,0.987471342
1552661331497212416,-0.221723437,-0.150970370,0.593580067,-0.106264926,0.111202568,0.031785760,0.987588704
1552661331530549504,-0.229041293,-0.152397662,0.594185352,-0.105522253,0.110913388,0.031037008,0.987724662
1552661331563887616,-0.234529272,-0.152572602,0.594288588,-0.104208618,0.109608039,0.030908005,0.988013804
1552661331597225472,-0.240383416,-0.151987106,0.593932152,-0.102712974,0.108223550,0.031432550,0.988306463
1552661331630563584,-0.245327264,-0.152330756,0.594017386,-0.102113098,0.106781602,0.031976152,0.988508046
1552661331663900416,-0.250454992,-0.151973844,0.593384981,-0.101688832,0.105790809,0.032590181,0.988638222
1552661331697238528,-0.256042778,-0.151947379,0.593309999,-0.102480948,0.105594702,0.032775946,0.988571286
1552661331730576640,-0.260833234,-0.152824357,0.593014956,-0.104361176,0.105611190,0.032688249,0.988375664
1552661331763913472,-0.265722811,-0.152717978,0.592484057,-0.105970584,0.105940863,0.032887973,0.988162518
1552661331797251584,-0.269554764,-0.153693631,0.591812134,-0.108131431,0.106018193,0.034103643,0.987878859
1552661331830589440,-0.272568852,-0.154884234,0.591642439,-0.110737659,0.105560593,0.036142178,0.987566650
1552661331863927552,-0.275349498,-0.157016724,0.591230690,-0.113604233,0.104274124,0.038450684,0.987290502
1552661331897264640,-0.276371598,-0.158655316,0.591205597,-0.115520954,0.102216959,0.041792240,0.987147391
1552661331930602496,-0.277218997,-0.159599394,0.591056585,-0.116177402,0.100457869,0.044974163,0.987111151
1552661331963940608,-0.275954664,-0.162461445,0.591562748,-0.116525546,0.098239437,0.048023757,0.987149656
1552661331997278464,-0.274006903,-0.164112657,0.591718912,-0.114745624,0.096203610,0.050231278,0.987448812
1552661332030615552,-0.270860314,-0.165998653,0.591968656,-0.112083741,0.094088331,0.051374659,0.987899423
1552661332063953408,-0.265515357,-0.167797074,0.591700137,-0.109472938,0.091510713,0.051468354,0.988429308
1552661332097291520,-0.260147572,-0.169177696,0.591820896,-0.107206397,0.089558549,0.050620627,0.988900185
1552661332130628608,-0.253870636,-0.170419931,0.591530979,-0.105944522,0.087936826,0.049239509,0.989251375
1552661332163966464,-0.246448487,-0.171181113,0.590683818,-0.105569482,0.086493820,0.047589336,0.989499450
1552661332197304576,-0.239073783,-0.171679422,0.590447128,-0.106292710,0.085505635,0.045657776,0.989598930
1552661332230642432,-0.231630415,-0.170943737,0.589926720,-0.107383840,0.084716603,0.043957286,0.989625990
1552661332263979520,-0.221894801,-0.170446485,0.589252234,-0.108687870,0.083489500,0.042890910,0.989634693
1552661332297317632,-0.213387772,-0.168212101,0.588004768,-0.108562484,0.083288103,0.041894782,0.989708126
1552661332330655488,-0.205106482,-0.167140514,0.587873459,-0.107823059,0.082977809,0.041231383,0.989842832
1552661332363993600,-0.193864033,-0.166714683,0.587039232,-0.106682062,0.081170566,0.040635843,0.990140915
1552661332397330432,-0.183722436,-0.164858192,0.586191475,-0.104921348,0.079958327,0.040587910,0.990429580
1552661332430668544,-0.174036950,-0.161308348,0.584968567,-0.102747358,0.078642398,0.040386558,0.990771055
1552661332464006656,-0.163925648,-0.160446510,0.584424734,-0.101742476,0.076404415,0.039967857,0.991066813
1552661332497343488,-0.152439326,-0.158393294,0.583304465,-0.100672781,0.073202290,0.039395250,0.991440594
1552661332530681600,-0.143168956,-0.155801326,0.582540154,-0.100036897,0.071442306,0.038807258,0.991656482
1552661332564019456,-0.131275505,-0.154196203,0.581439257,-0.100877650,0.068943858,0.037874553,0.991784215
1552661332597357568,-0.121325001,-0.152328372,0.580565333,-0.102004722,0.066692866,0.036761332,0.991864741
1552661332630694656,-0.111907646,-0.150724679,0.580335140,-0.102992885,0.065048076,0.036403619,0.991885066
1552661332664032512,-0.101299912,-0.148237497,0.578908563,-0.103704952,0.062850878,0.036391359,0.991952956
1552661332697370624,-0.091190733,-0.146614373,0.578467429,-0.105162136,0.060124431,0.036578681,0.991961718
1552661332730707456,-0.082584783,-0.145746976,0.578399718,-0.106571473,0.057895161,0.036315273,0.991953552
1552661332764045568,-0.072765402,-0.142362371,0.578013837,-0.106242575,0.055507254,0.035596963,0.992151320
1552661332797383424,-0.062831238,-0.140877888,0.578072667,-0.106488250,0.053489760,0.033843655,0.992297173
1552661332830721536,-0.053875532,-0.140295416,0.578738809,-0.106883854,0.052595433,0.031401038,0.992382765
1552661332864058624,-0.044817895,-0.138835162,0.579000950,-0.105711646,0.052074760,0.030341920,0.992568672
1552661332897396480,-0.036450095,-0.136685669,0.579368234,-0.103632361,0.051716261,0.029836493,0.992821991
1552661332930734592,-0.027779497,-0.135030165,0.580300450,-0.101206072,0.051478777,0.029273963,0.993101358
1552661332964072448,-0.020223521,-0.133351505,0.581033289,-0.098537229,0.051686276,0.029317860,0.993357658
1552661332997409536,-0.011545677,-0.133021802,0.582322657,-0.097036205,0.051189505,0.030006327,0.993510544
1552661333030747648,-0.005453065,-0.131595761,0.582423389,-0.096012071,0.051705539,0.030038320,0.993582368
1552661333064085504,0.001029655,-0.129789189,0.582951546,-0.095328994,0.052107077,0.030423008,0.993615448
1552661333097422592,0.008255169,-0.126956969,0.583015561,-0.094375513,0.051872302,0.032243561,0.993661344
1552661333130760448,0.014572036,-0.127134770,0.583804011,-0.095251255,0.051671892,0.033487268,0.993547082
1552661333164098560,0.021112777,-0.125346452,0.583690703,-0.095276222,0.051499020,0.035436824,0.993486047
1552661333197436416,0.027828492,-0.125782937,0.583813488,-0.096307002,0.051246870,0.037042972,0.993341088
1552661333230773504,0.034730755,-0.123128846,0.583009601,-0.096221112,0.050738335,0.038426429,0.993322968
1552661333264111616,0.042897258,-0.121673606,0.582045019,-0.096983656,0.049558543,0.039094958,0.993282259
1552661333297449472,0.048443303,-0.122379959,0.581910431,-0.098855980,0.049575131,0.039090130,0.993097067
1552661333330787584,0.055315323,-0.120026931,0.580607176,-0.100063339,0.048879046,0.038384408,0.993038177
1552661333364124416,0.063297004,-0.118309036,0.578827500,-0.102411032,0.048201181,0.037937351,0.992849112
1552661333397462528,0.070330374,-0.117529273,0.577726126,-0.104935229,0.048500776,0.038840029,0.992536008
1552661333430800640,0.076011829,-0.118591338,0.577320516,-0.107702643,0.049410298,0.040187474,0.992141008
1552661333464137472,0.084391952,-0.117395841,0.575389206,-0.109599486,0.049689189,0.041887365,0.991848946
1552661333497475584,0.090939768,-0.117980003,0.574692726,-0.112213023,0.051051956,0.043237787,0.991429448
1552661333530813440,0.098348916,-0.116772160,0.573514163,-0.113815434,0.051795527,0.044199202,0.991165817
1552661333564151552,0.105405584,-0.116351992,0.572330952,-0.115602903,0.052273154,0.044846758,0.990904748
1552661333597488640,0.111653477,-0.117478341,0.571489036,-0.117559440,0.052587569,0.046266921,0.990592599
1552661333630826496,0.118735999,-0.118699223,0.571075380,-0.118445188,0.052087978,0.048058901,0.990428150
1552661333664164608,0.125526607,-0.117999256,0.570776105,-0.118085884,0.051288612,0.049341589,0.990449727
1552661333697502464,0.132683188,-0.118176818,0.570289850,-0.118069731,0.049940128,0.050300505,0.990472317
1552661333730839552,0.140625343,-0.120357633,0.570204377,-0.118770510,0.047868788,0.050785929,0.990466058
1552661333764177408,0.147969231,-0.120384961,0.570586383,-0.118666820,0.045565721,0.050034389,0.990625322
1552661333797515520,0.153304204,-0.120626375,0.570252657,-0.119108610,0.043810405,0.048692647,0.990718365
1552661333830852608,0.160648465,-0.120302245,0.569674671,-0.119483165,0.041678313,0.047451090,0.990825474
1552661333864190464,0.167283967,-0.121774554,0.569938779,-0.121047340,0.039904308,0.046726119,0.990743101
1552661333897528576,0.170587838,-0.120508701,0.569267690,-0.121664375,0.039280541,0.046303872,0.990712285
1552661333930866432,0.175963908,-0.122272432,0.569484293,-0.124042101,0.037981872,0.045857258,0.990488827
1552661333964203520,0.182260618,-0.123620033,0.570033789,-0.126797706,0.036854863,0.046234008,0.990164876
1552661333997541632,0.186508358,-0.123065278,0.569420218,-0.128433704,0.036348760,0.047491111,0.989913225
1552661334030879488,0.192257464,-0.124069244,0.569170237,-0.130379811,0.035059642,0.049244951,0.989619553
1552661334064216576,0.194839194,-0.125401095,0.570020020,-0.132506639,0.034821548,0.050578155,0.989278197
1552661334097554432,0.199082538,-0.123163387,0.568895221,-0.133038148,0.033811029,0.051798802,0.989178717
1552661334130892544,0.202597648,-0.128423035,0.571181655,-0.136231944,0.032200657,0.051934239,0.988790572
1552661334164230656,0.207152709,-0.130396083,0.571357250,-0.138000518,0.029734939,0.052343719,0.988600969
1552661334197567488,0.208086744,-0.131897628,0.571717262,-0.139218524,0.028532816,0.053143382,0.988422930
1552661334230905600,0.211712137,-0.133872882,0.571116447,-0.140391856,0.026872342,0.054598235,0.988224208
1552661334264243456,0.216295183,-0.141443610,0.572061181,-0.144602805,0.025465412,0.054912608,0.987636685
1552661334297581568,0.217372641,-0.145226568,0.572546721,-0.148316815,0.025440158,0.055263780,0.987066805
1552661334330918656,0.221370667,-0.150783271,0.571758986,-0.153442785,0.024320936,0.055486698,0.986298680
1552661334364256512,0.223013893,-0.157893568,0.572279155,-0.159912512,0.024530131,0.055567261,0.985260665
1552661334397594624,0.224032640,-0.162148789,0.570866168,-0.165417477,0.025475791,0.055694837,0.984320164
1552661334430931456,0.225659788,-0.170126021,0.571174979,-0.172800943,0.026637333,0.055546965,0.983028412
1552661334464269568,0.227934301,-0.181625769,0.573151350,-0.181210697,0.027382327,0.056294579,0.981449842
1552661334497607424,0.228312746,-0.188578323,0.573232830,-0.186724320,0.028244076,0.057892177,0.980298340
1552661334530945536,0.232246101,-0.196434870,0.573954701,-0.192381114,0.027327603,0.059211038,0.979151070
1552661334564282624,0.233571202,-0.204244033,0.573859096,-0.197357342,0.026929136,0.060276825,0.978106141
1552661334597620480,0.234854326,-0.212003618,0.575377464,-0.201353922,0.026099371,0.060677812,0.977288902
1552661334630958592,0.237005278,-0.219766453,0.577031732,-0.203926757,0.024809077,0.060125329,0.976823092
1552661334664296448,0.238210902,-0.225150555,0.576114953,-0.204525933,0.024162000,0.058916196,0.976787746
1552661334697633536,0.242102429,-0.235996366,0.577605903,-0.206688717,0.022793118,0.057462405,0.976451874
1552661334730971648,0.244322807,-0.245312497,0.581919730,-0.208514974,0.021286024,0.055652816,0.976202428
1552661334764309504,0.243393481,-0.255073905,0.583315849,-0.210473940,0.021170141,0.053426422,0.975908935
1552661334797646592,0.245214283,-0.262445688,0.584022641,-0.211910307,0.019943254,0.051412068,0.975732088
1552661334830984448,0.246046454,-0.270245492,0.585546136,-0.214069635,0.018849049,0.049540684,0.975379229
1552661334864322560,0.249456376,-0.278348774,0.585106611,-0.216310814,0.017791953,0.048640899,0.974949837
1552661334897660416,0.250294238,-0.288787276,0.589219928,-0.219936252,0.016791787,0.047176056,0.974228144
1552661334930997504,0.251819640,-0.296307504,0.589847445,-0.221906260,0.015630135,0.046209607,0.973847032
1552661334964335616,0.252365023,-0.301341176,0.589097559,-0.222011402,0.015288027,0.045742843,0.973850489
1552661334997673472,0.253140688,-0.308119506,0.589671016,-0.222436741,0.014291320,0.045662556,0.973772347
1552661335031011584,0.254273802,-0.317272425,0.592091084,-0.223609522,0.013086398,0.045670062,0.973520339
1552661335064348416,0.258309573,-0.328882694,0.594934702,-0.225579515,0.011621885,0.045754924,0.973080337
1552661335097686528,0.258218586,-0.336751044,0.596711159,-0.226687267,0.011295853,0.044915941,0.972865760
1552661335131024640,0.257599413,-0.343998224,0.598003149,-0.227981165,0.011259130,0.043871194,0.972611487
1552661335164361472,0.258687228,-0.353289366,0.602456450,-0.230108440,0.010773698,0.042204019,0.972189724
1552661335197699584,0.257586569,-0.359451354,0.601987064,-0.230104983,0.011448977,0.040929455,0.972237349
1552661335231037440,0.261125833,-0.368477792,0.604019165,-0.230691031,0.009845458,0.039082602,0.972191989
1552661335264375552,0.262624800,-0.378228962,0.609327555,-0.232113600,0.007511779,0.036756877,0.971964896
1552661335297712640,0.261733592,-0.386129975,0.611194193,-0.230718896,0.006844396,0.035517104,0.972347915
1552661335331050496,0.263651669,-0.392344773,0.612555146,-0.228768975,0.003971686,0.034216415,0.972871125
1552661335364388608,0.263029367,-0.402286470,0.614769995,-0.227425247,0.002107312,0.033126473,0.973229647
1552661335397725440,0.264245540,-0.412202060,0.617073655,-0.225664392,-0.000584483,0.032812547,0.973652184
1552661335431063552,0.262052208,-0.420167863,0.617829323,-0.223390102,-0.001658468,0.033784010,0.974142075
1552661335464401408,0.261963040,-0.428061515,0.619719625,-0.221488431,-0.003062844,0.034386031,0.974551737
1552661335497739520,0.260768294,-0.436951578,0.620609105,-0.220439568,-0.003213173,0.035078887,0.974764347
1552661335531076608,0.260262012,-0.445710897,0.621596336,-0.219852701,-0.003114483,0.035108536,0.974896133
1552661335564414464,0.258689880,-0.453324497,0.622888446,-0.219448984,-0.002250811,0.034655716,0.975005686
1552661335597752576,0.259583861,-0.461613387,0.622471213,-0.219499230,-0.001691827,0.034336790,0.975006759
1552661335631090432,0.259350568,-0.469149888,0.623155475,-0.219695091,-0.001134756,0.034328390,0.974963784
1552661335664427520,0.258797467,-0.476966500,0.623995483,-0.219854996,-0.000920435,0.034219861,0.974931777
1552661335697765632,0.258945107,-0.483139575,0.624861598,-0.219223171,-0.001275200,0.034031749,0.975080192
1552661335731103488,0.259104908,-0.490539968,0.626269102,-0.218786389,-0.001347402,0.033457872,0.975198030
1552661335764440576,0.259472728,-0.497452229,0.627195239,-0.218414947,-0.001751487,0.032304190,0.975319564
1552661335797778432,0.259667486,-0.502410412,0.627753139,-0.217945248,-0.002410974,0.030731324,0.975474060
1552661335831116544,0.259991556,-0.507899523,0.628768563,-0.217719406,-0.003677333,0.029361021,0.975562751
1552661335864454656,0.260782748,-0.513312459,0.629394472,-0.217502221,-0.005120206,0.027804220,0.975650251
1552661335897791488,0.260141969,-0.518468976,0.629683614,-0.217502788,-0.006159624,0.026143929,0.975690067
1552661335931129600,0.261083066,-0.524088025,0.630356193,-0.218189225,-0.008360932,0.025677608,0.975532770
1552661335964467456,0.261249036,-0.529854596,0.631131172,-0.219401345,-0.009851325,0.025451569,0.975252926
1552661335997805568,0.260647953,-0.535059512,0.630990803,-0.220474362,-0.010198125,0.025524350,0.975005448
1552661336031142656,0.260879725,-0.540842354,0.631430268,-0.222323239,-0.010969999,0.026232710,0.974558294
1552661336064480512,0.261931121,-0.545775056,0.631104112,-0.224011287,-0.012256961,0.027172139,0.974130571
1552661336097818624,0.261029571,-0.551367879,0.631277382,-0.225465685,-0.012993410,0.027596788,0.973773479
1552661336131155456,0.260390759,-0.557588339,0.631789029,-0.227131456,-0.014160870,0.027668932,0.973367929
1552661336164493568,0.261270165,-0.560776711,0.631289601,-0.227803156,-0.015849698,0.027037287,0.973202705
1552661336197831424,0.261372805,-0.565856755,0.631307542,-0.229393244,-0.017064366,0.025722492,0.972844243
1552661336231169536,0.261784345,-0.568702936,0.631802917,-0.230216950,-0.017945103,0.024287648,0.972670674
1552661336264506624,0.261881411,-0.570577204,0.631838322,-0.230955526,-0.018269960,0.022982610,0.972521245
1552661336297844480,0.262390316,-0.571591794,0.631793737,-0.231599212,-0.018028874,0.022085987,0.972393394
1552661336331182592,0.262832075,-0.571162343,0.632862747,-0.231515184,-0.017845981,0.021658329,0.972426414
1552661336364520448,0.262595385,-0.568547606,0.632839262,-0.230410025,-0.017292043,0.021589683,0.972700417
1552661336397857536,0.262325883,-0.564389706,0.632610619,-0.229069144,-0.016122153,0.021711953,0.973034441
1552661336431195648,0.262586296,-0.560071468,0.633427322,-0.228411525,-0.014932382,0.022703758,0.973185360
1552661336464533504,0.262863725,-0.553524256,0.633479834,-0.226685166,-0.013999693,0.024150454,0.973567963
1552661336497870592,0.262201101,-0.545605540,0.632887065,-0.224333763,-0.012625274,0.025739869,0.974090576
1552661336531208448,0.262279898,-0.537958622,0.631974697,-0.221770063,-0.012040155,0.027249446,0.974643826
1552661336564546560,0.262647033,-0.529503465,0.630738735,-0.219379693,-0.012130537,0.029025564,0.975132227
1552661336597884416,0.262628734,-0.522056639,0.629741669,-0.218560219,-0.012147903,0.029922483,0.975288928
1552661336631221504,0.262523562,-0.513888001,0.628389359,-0.218776137,-0.011702111,0.030069791,0.975241423
1552661336664559616,0.263684064,-0.506265879,0.627575517,-0.220019668,-0.010980248,0.030364554,0.974960923
1552661336697897472,0.262823880,-0.496170104,0.624732673,-0.220435232,-0.009751850,0.030070679,0.974889219
1552661336731234560,0.263257384,-0.487653792,0.623528004,-0.221215531,-0.008946389,0.029108975,0.974749386
1552661336764572416,0.262205750,-0.480562091,0.622894704,-0.221723095,-0.007188889,0.028704444,0.974660575
1552661336797910528,0.263147593,-0.470980644,0.621454954,-0.219783291,-0.006148836,0.029512459,0.975082815
1552661336831248640,0.262462109,-0.463182032,0.620851457,-0.217100665,-0.004658320,0.029467018,0.975693226
1552661336864585472,0.263177097,-0.454844117,0.620393991,-0.214009106,-0.003831052,0.030822832,0.976337731
1552661336897923584,0.262819856,-0.445324540,0.618841171,-0.209551603,-0.003677999,0.032042805,0.977265477
1552661336931261440,0.262898088,-0.436697572,0.618085027,-0.205284461,-0.003127322,0.031343270,0.978195310
1552661336964599552,0.263948500,-0.427193463,0.617335320,-0.200717434,-0.002528539,0.031454459,0.979140818
1552661336997936640,0.262999356,-0.418265283,0.616562903,-0.195964828,-0.002060718,0.031421814,0.980105221
1552661337031274496,0.262817055,-0.408388078,0.615242064,-0.192260608,-0.002167395,0.030300286,0.980873585
1552661337064612608,0.262105316,-0.399125159,0.614088714,-0.190427706,-0.002177438,0.029299576,0.981261432
1552661337097949440,0.262264878,-0.389144748,0.612263143,-0.188868657,-0.002668817,0.028812032,0.981575966
1552661337131287552,0.261325717,-0.380308360,0.610720158,-0.189152315,-0.002709114,0.027745016,0.981551945
1552661337164625408,0.260363579,-0.372007728,0.609437227,-0.190126419,-0.002506668,0.027168717,0.981380403
1552661337197963520,0.260030031,-0.363075912,0.607533693,-0.191193044,-0.003152438,0.028323922,0.981138647
1552661337231121408,0.258693248,-0.353119493,0.605889499,-0.191344827,-0.003166505,0.030587802,0.981041014
1552661337264459520,0.256463289,-0.342521310,0.603968024,-0.190480322,-0.001997167,0.032193899,0.981160939
1552661337297797632,0.256222337,-0.333450824,0.603108943,-0.189699739,-0.001545938,0.034085222,0.981249094
1552661337331135488,0.254342139,-0.321755469,0.601127625,-0.187097386,-0.000151445,0.036451176,0.981664836
1552661337364472576,0.253589243,-0.312056005,0.599799514,-0.185151026,0.001294078,0.038070880,0.981971502
1552661337397810432,0.251580268,-0.301952779,0.598416448,-0.183105260,0.003012089,0.040074129,0.982271612
1552661337431148544,0.249913961,-0.292172730,0.597126961,-0.181935728,0.004309834,0.042447772,0.982384384
1552661337464485632,0.248989686,-0.281790555,0.595312238,-0.181491300,0.005817851,0.043523166,0.982411742
1552661337497823488,0.247393504,-0.270633221,0.593325615,-0.180429548,0.007500188,0.044067413,0.982571602
1552661337531161600,0.246904045,-0.261881649,0.591993988,-0.179918766,0.008726501,0.043848947,0.982664943
1552661337564499456,0.246535286,-0.252463847,0.590283871,-0.179244548,0.009862888,0.042800646,0.982823610
1552661337597836544,0.245859534,-0.241555259,0.588272572,-0.177803740,0.010594320,0.042527970,0.983089507
1552661337631174656,0.245794803,-0.231600329,0.586651146,-0.176010579,0.010183478,0.042577051,0.983414352
1552661337664512512,0.245505944,-0.222061679,0.585235417,-0.174895167,0.009661242,0.041615136,0.983659744
1552661337697850624,0.244575024,-0.212569311,0.583797693,-0.173462808,0.009518766,0.040662084,0.983954608
1552661337731187456,0.244777396,-0.202352375,0.582040131,-0.171079844,0.009108898,0.039895561,0.984406948
1552661337764525568,0.244156376,-0.194024473,0.581680000,-0.169685587,0.009894046,0.038528346,0.984695077
1552661337797863424,0.244492516,-0.183126658,0.580139458,-0.165970877,0.010488796,0.037538398,0.985360086
1552661337831200512,0.243829057,-0.173069939,0.578346550,-0.161615133,0.011188245,0.037054379,0.986094475
1552661337864538624,0.244589597,-0.164178178,0.577433109,-0.158699185,0.012149711,0.036064543,0.986593246
1552661337897876480,0.243063748,-0.155533850,0.576261401,-0.156541511,0.014005804,0.034983415,0.986952245
1552661337931214592,0.243951127,-0.146160781,0.574627042,-0.153917685,0.014911971,0.034785330,0.987358570
1552661337964551424,0.244119063,-0.138240546,0.573618948,-0.151408926,0.016398368,0.035266504,0.987705767
1552661337997889536,0.243399262,-0.129773602,0.572373211,-0.149306819,0.018163100,0.035701670,0.987979233
1552661338031227648,0.242725208,-0.121129155,0.570581377,-0.147703707,0.019204509,0.037387352,0.988138139
1552661338064564480,0.242068097,-0.114759892,0.569461048,-0.146243870,0.019711955,0.038108137,0.988317728
1552661338097902592,0.243274823,-0.107024118,0.567721605,-0.144840658,0.019710567,0.038805682,0.988497257
1552661338131240448,0.243177593,-0.099562973,0.566669106,-0.143706635,0.020207223,0.038628627,0.988659680
1552661338164578560,0.242811576,-0.091377050,0.564947009,-0.141299635,0.020837847,0.038319696,0.989005446
1552661338197915648,0.241876468,-0.083555579,0.563582301,-0.139023587,0.021603476,0.037629552,0.989338040
1552661338231253504,0.241619438,-0.074911103,0.562233448,-0.136316851,0.022172255,0.036715269,0.989736378
1552661338264591616,0.241079971,-0.066903368,0.561295629,-0.132701397,0.023058012,0.034331195,0.990292907
1552661338297929472,0.241397589,-0.059899747,0.561145365,-0.129557639,0.023324654,0.032775491,0.990755558
1552661338331266560,0.242112532,-0.052695960,0.559878707,-0.126834378,0.023672178,0.031641595,0.991136491
1552661338364604416,0.241061121,-0.041127831,0.556595147,-0.122402363,0.025288345,0.030246578,0.991697192
1552661338397942528,0.241570398,-0.034519821,0.555550218,-0.120111957,0.026342670,0.028140612,0.992011726
1552661338431279616,0.240601227,-0.024977222,0.553096056,-0.117749311,0.027344750,0.028405694,0.992260277
1552661338464617472,0.240328640,-0.018564254,0.552278340,-0.116481401,0.027940450,0.028609533,0.992387474
1552661338497955584,0.241066933,-0.010675676,0.549867153,-0.114879116,0.028649330,0.028076241,0.992569268
1552661338531293440,0.240748793,-0.003181428,0.547451496,-0.113952145,0.028998908,0.026468461,0.992710114
1552661338564630528,0.240026951,0.004745170,0.544172645,-0.112831689,0.029074255,0.025777366,0.992854059
1552661338597968640,0.239897102,0.012025297,0.540900171,-0.112050608,0.028557740,0.024753535,0.992983580
1552661338631306496,0.239403397,0.019948453,0.536981046,-0.111416847,0.027718367,0.022622321,0.993129492
1552661338664644608,0.240302891,0.030642927,0.532454848,-0.109482363,0.025975056,0.020738481,0.993432879
1552661338697981440,0.240994230,0.035943381,0.529228508,-0.110004902,0.024221022,0.019778164,0.993439019
1552661338731319552,0.239832520,0.043128416,0.524793327,-0.110066302,0.022769507,0.019174092,0.993478417
1552661338764657664,0.240140587,0.050619215,0.520669281,-0.110005632,0.020824749,0.018959682,0.993531942
1552661338797994496,0.236910105,0.062561855,0.515543997,-0.108093701,0.020421820,0.018668320,0.993755639
1552661338831332608,0.235716477,0.070474699,0.511192441,-0.108305953,0.019331591,0.017877493,0.993768811
1552661338864670464,0.236130238,0.078237928,0.507206678,-0.108891495,0.017797267,0.017670980,0.993737221
1552661338898008576,0.235588610,0.084976763,0.503675818,-0.109580614,0.017082350,0.019020565,0.993649065
1552661338931345408,0.234724641,0.093196154,0.499682665,-0.109401673,0.017253118,0.021201536,0.993621707
1552661338964683520,0.233711556,0.100871898,0.496078491,-0.109402053,0.017709348,0.022559119,0.993583739
1552661338998021632,0.233185977,0.108490184,0.492861688,-0.109228969,0.018117795,0.023393638,0.993576109
1552661339031359488,0.233357310,0.115824483,0.489454508,-0.108689778,0.018460896,0.023870286,0.993617594
1552661339064696576,0.232692510,0.123100683,0.486342818,-0.107820719,0.019446818,0.024909459,0.993667960
1552661339098034432,0.232492924,0.129424050,0.482994676,-0.106994107,0.020425150,0.026085300,0.993707478
1552661339131372544,0.231601566,0.134870723,0.480100453,-0.106545463,0.021830413,0.026540032,0.993713796
1552661339164709632,0.231659397,0.140821382,0.477014542,-0.105677679,0.023080654,0.027521448,0.993751526
1552661339198047488,0.231284380,0.145300820,0.474590719,-0.105055861,0.024034405,0.029077701,0.993750513
1552661339231385600,0.230482265,0.148009777,0.472358972,-0.105474964,0.024432823,0.030227609,0.993662119
1552661339264723456,0.230152860,0.149010897,0.470203310,-0.106674306,0.024080839,0.031444982,0.993504882
1552661339298060544,0.230002642,0.148159772,0.468556404,-0.108876772,0.022888618,0.031580936,0.993289769
1552661339331398656,0.229597673,0.145456776,0.467758328,-0.112059213,0.021382431,0.031074552,0.992985308
1552661339364736512,0.228881121,0.140290380,0.467607528,-0.115484312,0.019959824,0.031237865,0.992617309
1552661339398073600,0.228841633,0.133625835,0.468027174,-0.118363813,0.019415947,0.031269260,0.992287874
